Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000113734	ENSG00000113734.18	ENST00000231668	ENST00000231668.13	BNIP1	BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]	5	173144442	173164387	protein_coding
ENSG00000004838	ENSG00000004838.14	ENST00000231749	ENST00000231749.8	ZMYND10	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	3	50341110	50345732	protein_coding
ENSG00000012223	ENSG00000012223.13	ENST00000231751	ENST00000231751.9	LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	3	46435645	46485234	protein_coding
ENSG00000076242	ENSG00000076242.17	ENST00000231790	ENST00000231790.8	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	3	36993226	37050896	protein_coding
ENSG00000113905	ENSG00000113905.5	ENST00000232003	ENST00000232003.5	HRG	histidine rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	3	186660216	186678234	protein_coding
ENSG00000113916	ENSG00000113916.18	ENST00000232014	ENST00000232014.8	BCL6	BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]	3	187721377	187745725	protein_coding
ENSG00000114023	ENSG00000114023.16	ENST00000232125	ENST00000232125.9	FAM162A	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]	3	122384161	122412334	protein_coding
ENSG00000114113	ENSG00000114113.6	ENST00000232217	ENST00000232217.6	RBP2	retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]	3	139452884	139480747	protein_coding
ENSG00000114115	ENSG00000114115.10	ENST00000232219	ENST00000232219.6	RBP1	retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]	3	139517434	139539829	protein_coding
ENSG00000114315	ENSG00000114315.4	ENST00000232424	ENST00000232424.4	HES1	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]	3	194136148	194138732	protein_coding
ENSG00000114346	ENSG00000114346.14	ENST00000232458	ENST00000232458.9	ECT2	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	3	172750682	172821474	protein_coding
ENSG00000114388	ENSG00000114388.14	ENST00000232501	ENST00000232501.8	NPRL2	NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]	3	50347330	50350826	protein_coding
ENSG00000114395	ENSG00000114395.11	ENST00000232508	ENST00000232508.9	CYB561D2	cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253]	3	50350845	50358460	protein_coding
ENSG00000114405	ENSG00000114405.11	ENST00000232519	ENST00000232519.9	C3orf14	chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]	3	62319015	62336213	protein_coding
ENSG00000114487	ENSG00000114487.10	ENST00000232603	ENST00000232603.10	MORC1	MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]	3	108958248	109118134	protein_coding
ENSG00000114626	ENSG00000114626.18	ENST00000232744	ENST00000232744.13	ABTB1	ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]	3	127672935	127680926	protein_coding
ENSG00000114648	ENSG00000114648.12	ENST00000232766	ENST00000232766.6	KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	3	47282917	47346816	protein_coding
ENSG00000114771	ENSG00000114771.14	ENST00000232892	ENST00000232892.12	AADAC	arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17]	3	151814073	151828488	protein_coding
ENSG00000114854	ENSG00000114854.8	ENST00000232975	ENST00000232975.8	TNNC1	troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]	3	52451100	52454041	protein_coding
ENSG00000114902	ENSG00000114902.14	ENST00000233025	ENST00000233025.11	SPCS1	signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]	3	52704955	52711148	protein_coding
ENSG00000117984	ENSG00000117984.15	ENST00000236671	ENST00000236671.7	CTSD	cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]	11	1752752	1764573	protein_coding
ENSG00000118007	ENSG00000118007.13	ENST00000236698	ENST00000236698.9	STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	3	136336236	136752403	protein_coding
ENSG00000118017	ENSG00000118017.4	ENST00000236709	ENST00000236709.4	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:17968]	3	138123713	138132390	protein_coding
ENSG00000118137	ENSG00000118137.10	ENST00000236850	ENST00000236850.5	APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]	11	116835751	116837622	protein_coding
ENSG00000118849	ENSG00000118849.10	ENST00000237696	ENST00000237696.10	RARRES1	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]	3	158696892	158732489	protein_coding
ENSG00000118972	ENSG00000118972.3	ENST00000237837	ENST00000237837.2	FGF23	fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680]	12	4368227	4379712	protein_coding
ENSG00000111364	ENSG00000111364.16	ENST00000238146	ENST00000238146.9	DDX55	DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]	12	123602077	123620943	protein_coding
ENSG00000119242	ENSG00000119242.9	ENST00000238156	ENST00000238156.8	CCDC92	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	12	123918660	123972831	protein_coding
ENSG00000120129	ENSG00000120129.6	ENST00000239223	ENST00000239223.4	DUSP1	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	5	172768096	172771195	protein_coding
ENSG00000120318	ENSG00000120318.16	ENST00000239440	ENST00000239440.9	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]	5	141653401	141682230	protein_coding
ENSG00000120322	ENSG00000120322.4	ENST00000239444	ENST00000239444.4	PCDHB8	protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693]	5	141177790	141180539	protein_coding
ENSG00000120328	ENSG00000120328.6	ENST00000239450	ENST00000239450.4	PCDHB12	protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]	5	141208697	141212571	protein_coding
ENSG00000120647	ENSG00000120647.10	ENST00000239830	ENST00000239830.9	CCDC77	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]	12	389273	442642	protein_coding
ENSG00000120709	ENSG00000120709.11	ENST00000239906	ENST00000239906.10	FAM53C	family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]	5	138331935	138349729	protein_coding
ENSG00000120729	ENSG00000120729.10	ENST00000239926	ENST00000239926.9	MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	5	137867858	137887851	protein_coding
ENSG00000120832	ENSG00000120832.10	ENST00000240050	ENST00000240050.9	MTERF2	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]	12	106977277	106987160	protein_coding
ENSG00000121314	ENSG00000121314.3	ENST00000240615	ENST00000240615.3	TAS2R8	taste 2 receptor member 8 [Source:HGNC Symbol;Acc:HGNC:14915]	12	10806051	10807286	protein_coding
ENSG00000121316	ENSG00000121316.11	ENST00000240617	ENST00000240617.10	PLBD1	phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]	12	14503661	14567883	protein_coding
ENSG00000121351	ENSG00000121351.8	ENST00000240652	ENST00000240652.8	IAPP	islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329]	12	21354959	21379980	protein_coding
ENSG00000121361	ENSG00000121361.5	ENST00000240662	ENST00000240662.3	KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	12	21764955	21775600	protein_coding
ENSG00000121377	ENSG00000121377.2	ENST00000240687	ENST00000240687.2	TAS2R7	taste 2 receptor member 7 [Source:HGNC Symbol;Acc:HGNC:14913]	12	10801532	10802627	protein_coding
ENSG00000121381	ENSG00000121381.4	ENST00000240691	ENST00000240691.4	TAS2R9	taste 2 receptor member 9 [Source:HGNC Symbol;Acc:HGNC:14917]	12	10809094	10810168	protein_coding
ENSG00000160145	ENSG00000160145.16	ENST00000240874	ENST00000240874.7	KALRN	kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]	3	124033369	124726325	protein_coding
ENSG00000007372	ENSG00000007372.25	ENST00000241001	ENST00000241001.13	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	11	31784779	31817961	protein_coding
ENSG00000121680	ENSG00000121680.16	ENST00000241041	ENST00000241041.7	PEX16	peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]	11	45909663	45918812	protein_coding
ENSG00000121690	ENSG00000121690.11	ENST00000241051	ENST00000241051.8	DEPDC7	DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]	11	33015876	33033582	protein_coding
ENSG00000121691	ENSG00000121691.7	ENST00000241052	ENST00000241052.5	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]	11	34438934	34472060	protein_coding
ENSG00000121853	ENSG00000121853.4	ENST00000241256	ENST00000241256.3	GHSR	growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267]	3	172443291	172448456	protein_coding
ENSG00000122970	ENSG00000122970.16	ENST00000242591	ENST00000242591.10	IFT81	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]	12	110124335	110218793	protein_coding
ENSG00000122971	ENSG00000122971.9	ENST00000242592	ENST00000242592.9	ACADS	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]	12	120725774	120740008	protein_coding
ENSG00000123104	ENSG00000123104.12	ENST00000242737	ENST00000242737.5	ITPR2	inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]	12	26335352	26833194	protein_coding
ENSG00000123219	ENSG00000123219.13	ENST00000242872	ENST00000242872.7	CENPK	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	5	65517766	65563168	protein_coding
ENSG00000123307	ENSG00000123307.4	ENST00000242994	ENST00000242994.4	NEUROD4	neuronal differentiation 4 [Source:HGNC Symbol;Acc:HGNC:13802]	12	55019974	55030017	protein_coding
ENSG00000123358	ENSG00000123358.20	ENST00000243050	ENST00000243050.5	NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	12	52022832	52059507	protein_coding
ENSG00000123360	ENSG00000123360.12	ENST00000243052	ENST00000243052.8	PDE1B	phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]	12	54549601	54579239	protein_coding
ENSG00000123364	ENSG00000123364.5	ENST00000243056	ENST00000243056.5	HOXC13	homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]	12	53938831	53946544	protein_coding
ENSG00000197757	ENSG00000197757.8	ENST00000243108	ENST00000243108.5	HOXC6	homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]	12	53990624	54030823	protein_coding
ENSG00000123415	ENSG00000123415.16	ENST00000243112	ENST00000243112.9	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]	12	54121277	54189008	protein_coding
ENSG00000123892	ENSG00000123892.12	ENST00000243662	ENST00000243662.11	RAB38	RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]	11	88113251	88175443	protein_coding
ENSG00000124935	ENSG00000124935.4	ENST00000244926	ENST00000244926.4	SCGB1D2	secretoglobin family 1D member 2 [Source:HGNC Symbol;Acc:HGNC:18396]	11	62242239	62244812	protein_coding
ENSG00000124939	ENSG00000124939.6	ENST00000244930	ENST00000244930.6	SCGB2A1	secretoglobin family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:7051]	11	62208673	62213943	protein_coding
ENSG00000213465	ENSG00000213465.8	ENST00000246747	ENST00000246747.9	ARL2	ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]	11	65014160	65022184	protein_coding
ENSG00000126500	ENSG00000126500.4	ENST00000246841	ENST00000246841.3	FLRT1	fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760]	11	64035931	64119173	protein_coding
ENSG00000127022	ENSG00000127022.16	ENST00000247461	ENST00000247461.9	CANX	calnexin [Source:HGNC Symbol;Acc:HGNC:1473]	5	179678628	179731641	protein_coding
ENSG00000127311	ENSG00000127311.10	ENST00000247815	ENST00000247815.9	HELB	DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]	12	66302493	66343643	protein_coding
ENSG00000127324	ENSG00000127324.9	ENST00000247829	ENST00000247829.8	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	12	71125085	71441898	protein_coding
ENSG00000127337	ENSG00000127337.7	ENST00000247843	ENST00000247843.7	YEATS4	YEATS domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24859]	12	69359710	69390870	protein_coding
ENSG00000256223	ENSG00000256223.6	ENST00000248211	ENST00000248211.11	ZNF10	zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]	12	133130575	133159465	protein_coding
ENSG00000127720	ENSG00000127720.8	ENST00000248306	ENST00000248306.8	METTL25	methyltransferase like 25 [Source:HGNC Symbol;Acc:HGNC:26228]	12	82358528	82479239	protein_coding
ENSG00000128463	ENSG00000128463.13	ENST00000249209	ENST00000249209.8	EMC4	ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032]	15	34225013	34230156	protein_coding
ENSG00000128917	ENSG00000128917.8	ENST00000249749	ENST00000249749.7	DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	15	40929340	40939073	protein_coding
ENSG00000129009	ENSG00000129009.13	ENST00000249842	ENST00000249842.8	ISLR	immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]	15	74173710	74176872	protein_coding
ENSG00000129028	ENSG00000129028.9	ENST00000249861	ENST00000249861.9	THAP10	THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193]	15	70881342	70892433	protein_coding
ENSG00000114019	ENSG00000114019.15	ENST00000249883	ENST00000249883.10	AMOTL2	angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]	3	134355347	134375479	protein_coding
ENSG00000129083	ENSG00000129083.13	ENST00000249923	ENST00000249923.7	COPB1	COPI coat complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	11	14443440	14500027	protein_coding
ENSG00000129152	ENSG00000129152.4	ENST00000250003	ENST00000250003.4	MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	11	17719571	17722136	protein_coding
ENSG00000129173	ENSG00000129173.13	ENST00000250024	ENST00000250024.9	E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]	11	19224063	19241620	protein_coding
ENSG00000129596	ENSG00000129596.5	ENST00000250535	ENST00000250535.5	CDO1	cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]	5	115804733	115816659	protein_coding
ENSG00000129744	ENSG00000129744.3	ENST00000250693	ENST00000250693.2	ART1	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]	11	3645128	3664416	protein_coding
ENSG00000129749	ENSG00000129749.3	ENST00000250699	ENST00000250699.2	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]	11	3665587	3671384	protein_coding
ENSG00000254647	ENSG00000254647.7	ENST00000250971	ENST00000250971.7	INS	insulin [Source:HGNC Symbol;Acc:HGNC:6081]	11	2159779	2161221	protein_coding
ENSG00000075188	ENSG00000075188.9	ENST00000251074	ENST00000251074.5	NUP37	nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]	12	102073103	102120120	protein_coding
ENSG00000104093	ENSG00000104093.14	ENST00000251076	ENST00000251076.9	DMXL2	Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]	15	51447711	51622833	protein_coding
ENSG00000072756	ENSG00000072756.18	ENST00000251607	ENST00000251607.11	TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	3	3126933	3153435	protein_coding
ENSG00000114054	ENSG00000114054.14	ENST00000251654	ENST00000251654.9	PCCB	propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654]	3	136250340	136337896	protein_coding
ENSG00000114520	ENSG00000114520.11	ENST00000251775	ENST00000251775.9	SNX4	sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175]	3	125446650	125520202	protein_coding
ENSG00000114547	ENSG00000114547.10	ENST00000251776	ENST00000251776.8	ROPN1B	rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]	3	125969160	125983454	protein_coding
ENSG00000095110	ENSG00000095110.9	ENST00000251921	ENST00000251921.6	NXPE1	neurexophilin and PC-esterase domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28527]	11	114518934	114559881	protein_coding
ENSG00000074319	ENSG00000074319.13	ENST00000251968	ENST00000251968.4	TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	11	18468336	18526951	protein_coding
ENSG00000253159	ENSG00000253159.3	ENST00000252085	ENST00000252085.4	PCDHGA12	protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]	5	141430507	141512975	protein_coding
ENSG00000113119	ENSG00000113119.13	ENST00000252100	ENST00000252100.6	TMCO6	transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]	5	140639435	140645408	protein_coding
ENSG00000131495	ENSG00000131495.9	ENST00000252102	ENST00000252102.9	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]	5	140638740	140647771	protein_coding
ENSG00000110344	ENSG00000110344.10	ENST00000252108	ENST00000252108.8	UBE4A	ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]	11	118359600	118399211	protein_coding
ENSG00000130038	ENSG00000130038.10	ENST00000252322	ENST00000252322.1	CRACR2A	calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]	12	3606633	3764819	protein_coding
ENSG00000130598	ENSG00000130598.17	ENST00000252898	ENST00000252898.11	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	11	1838981	1841680	protein_coding
ENSG00000130783	ENSG00000130783.14	ENST00000253079	ENST00000253079.11	CCDC62	coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723]	12	122774526	122827528	protein_coding
ENSG00000131187	ENSG00000131187.11	ENST00000253496	ENST00000253496.4	F12	coagulation factor XII [Source:HGNC Symbol;Acc:HGNC:3530]	5	177402133	177416583	protein_coding
ENSG00000131375	ENSG00000131375.10	ENST00000253693	ENST00000253693.7	CAPN7	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]	3	15206152	15252916	protein_coding
ENSG00000131379	ENSG00000131379.10	ENST00000253697	ENST00000253697.8	C3orf20	chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320]	3	14675141	14773036	protein_coding
ENSG00000131435	ENSG00000131435.13	ENST00000253754	ENST00000253754.8	PDLIM4	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	5	132257696	132273454	protein_coding
ENSG00000131459	ENSG00000131459.13	ENST00000253778	ENST00000253778.13	GFPT2	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	5	180300698	180353336	protein_coding
ENSG00000248383	ENSG00000248383.5	ENST00000253807	ENST00000253807.3	PCDHAC1	protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:HGNC:8676]	5	140926299	141012347	protein_coding
ENSG00000254245	ENSG00000254245.3	ENST00000253812	ENST00000253812.8	PCDHGA3	protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]	5	141343829	141512975	protein_coding
ENSG00000131730	ENSG00000131730.16	ENST00000254035	ENST00000254035.9	CKMT2	creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]	5	81233320	81266398	protein_coding
ENSG00000131808	ENSG00000131808.11	ENST00000254122	ENST00000254122.8	FSHB	follicle stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:3964]	11	30231014	30235261	protein_coding
ENSG00000132109	ENSG00000132109.10	ENST00000254436	ENST00000254436.8	TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]	11	4384897	4393702	protein_coding
ENSG00000179532	ENSG00000179532.13	ENST00000254579	ENST00000254579.11	DNHD1	dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]	11	6497260	6593758	protein_coding
ENSG00000132394	ENSG00000132394.11	ENST00000254730	ENST00000254730.11	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]	3	128153481	128408646	protein_coding
ENSG00000112983	ENSG00000112983.18	ENST00000254900	ENST00000254900.10	BRD8	bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]	5	138139770	138178953	protein_coding
ENSG00000132563	ENSG00000132563.17	ENST00000254901	ENST00000254901.9	REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	5	138439057	138446969	protein_coding
ENSG00000132744	ENSG00000132744.8	ENST00000255082	ENST00000255082.8	ACY3	aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]	11	67642555	67650730	protein_coding
ENSG00000133315	ENSG00000133315.12	ENST00000255681	ENST00000255681.7	MACROD1	mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]	11	63998558	64166113	protein_coding
ENSG00000133317	ENSG00000133317.16	ENST00000255684	ENST00000255684.10	LGALS12	galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]	11	63506052	63516774	protein_coding
ENSG00000133321	ENSG00000133321.11	ENST00000255688	ENST00000255688.8	PLAAT4	phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869]	11	63536808	63546462	protein_coding
ENSG00000133328	ENSG00000133328.4	ENST00000255695	ENST00000255695.2	PLAAT2	phospholipase A and acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17824]	11	63552770	63563379	protein_coding
