NCBI GeneID	Symbol	Description	Gene Type
16000	Igf1	insulin-like growth factor 1	PROTEIN_CODING
16001	Igf1r	insulin-like growth factor I receptor	PROTEIN_CODING
16002	Igf2	insulin-like growth factor 2	PROTEIN_CODING
16004	Igf2r	insulin-like growth factor 2 receptor	PROTEIN_CODING
16019	Ighm	immunoglobulin heavy constant mu	OTHER
16033	Igh-J	immunoglobulin heavy chain, joining region	OTHER
16147	Ihh	Indian hedgehog	PROTEIN_CODING
16149	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	PROTEIN_CODING
16150	Ikbkb	inhibitor of kappaB kinase beta	PROTEIN_CODING
16151	Ikbkg	inhibitor of kappaB kinase gamma	PROTEIN_CODING
16153	Il10	interleukin 10	PROTEIN_CODING
16159	Il12a	interleukin 12a	PROTEIN_CODING
16160	Il12b	interleukin 12b	PROTEIN_CODING
16163	Il13	interleukin 13	PROTEIN_CODING
16168	Il15	interleukin 15	PROTEIN_CODING
16171	Il17a	interleukin 17A	PROTEIN_CODING
16172	Il17ra	interleukin 17 receptor A	PROTEIN_CODING
16173	Il18	interleukin 18	PROTEIN_CODING
16175	Il1a	interleukin 1 alpha	PROTEIN_CODING
16176	Il1b	interleukin 1 beta	PROTEIN_CODING
16177	Il1r1	interleukin 1 receptor, type I	PROTEIN_CODING
16181	Il1rn	interleukin 1 receptor antagonist	PROTEIN_CODING
16183	Il2	interleukin 2	PROTEIN_CODING
16184	Il2ra	interleukin 2 receptor, alpha chain	PROTEIN_CODING
16186	Il2rg	interleukin 2 receptor, gamma chain	PROTEIN_CODING
16187	Il3	interleukin 3	PROTEIN_CODING
16189	Il4	interleukin 4	PROTEIN_CODING
16190	Il4ra	interleukin 4 receptor, alpha	PROTEIN_CODING
16191	Il5	interleukin 5	PROTEIN_CODING
16193	Il6	interleukin 6	PROTEIN_CODING
16195	Il6st	interleukin 6 signal transducer	PROTEIN_CODING
16196	Il7	interleukin 7	PROTEIN_CODING
16197	Il7r	interleukin 7 receptor	PROTEIN_CODING
16198	Il9	interleukin 9	PROTEIN_CODING
16202	Ilk	integrin linked kinase	PROTEIN_CODING
16331	Inpp5d	inositol polyphosphate-5-phosphatase D	PROTEIN_CODING
16333	Ins1	insulin I	PROTEIN_CODING
16334	Ins2	insulin II	PROTEIN_CODING
16337	Insr	insulin receptor	PROTEIN_CODING
16362	Irf1	interferon regulatory factor 1	PROTEIN_CODING
16364	Irf4	interferon regulatory factor 4	PROTEIN_CODING
16367	Irs1	insulin receptor substrate 1	PROTEIN_CODING
16392	Isl1	ISL1 transcription factor, LIM/homeodomain	PROTEIN_CODING
16401	Itga4	integrin alpha 4	PROTEIN_CODING
16402	Itga5	integrin alpha 5 (fibronectin receptor alpha)	PROTEIN_CODING
16403	Itga6	integrin alpha 6	PROTEIN_CODING
16408	Itgal	integrin alpha L	PROTEIN_CODING
16409	Itgam	integrin alpha M	PROTEIN_CODING
16410	Itgav	integrin alpha V	PROTEIN_CODING
16412	Itgb1	integrin beta 1 (fibronectin receptor beta)	PROTEIN_CODING
16414	Itgb2	integrin beta 2	PROTEIN_CODING
16416	Itgb3	integrin beta 3	PROTEIN_CODING
16423	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	PROTEIN_CODING
16438	Itpr1	inositol 1,4,5-trisphosphate receptor 1	PROTEIN_CODING
16449	Jag1	jagged 1	PROTEIN_CODING
16452	Jak2	Janus kinase 2	PROTEIN_CODING
16476	Jun	jun proto-oncogene	PROTEIN_CODING
16485	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	PROTEIN_CODING
16514	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	PROTEIN_CODING
16522	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6	PROTEIN_CODING
16531	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	PROTEIN_CODING
16542	Kdr	kinase insert domain protein receptor	PROTEIN_CODING
16590	Kit	KIT proto-oncogene receptor tyrosine kinase	PROTEIN_CODING
16591	Kl	klotho	PROTEIN_CODING
16600	Klf4	Kruppel-like factor 4 (gut)	PROTEIN_CODING
16653	Kras	Kirsten rat sarcoma viral oncogene homolog	PROTEIN_CODING
16658	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	PROTEIN_CODING
16664	Krt14	keratin 14	PROTEIN_CODING
16691	Krt8	keratin 8	PROTEIN_CODING
16728	L1cam	L1 cell adhesion molecule	PROTEIN_CODING
16772	Lama1	laminin, alpha 1	PROTEIN_CODING
16773	Lama2	laminin, alpha 2	PROTEIN_CODING
16818	Lck	lymphocyte protein tyrosine kinase	PROTEIN_CODING
16819	Lcn2	lipocalin 2	PROTEIN_CODING
16835	Ldlr	low density lipoprotein receptor	PROTEIN_CODING
16842	Lef1	lymphoid enhancer binding factor 1	PROTEIN_CODING
16846	Lep	leptin	PROTEIN_CODING
16847	Lepr	leptin receptor	PROTEIN_CODING
16852	Lgals1	lectin, galactose binding, soluble 1	PROTEIN_CODING
16854	Lgals3	lectin, galactose binding, soluble 3	PROTEIN_CODING
16869	Lhx1	LIM homeobox protein 1	PROTEIN_CODING
16870	Lhx2	LIM homeobox protein 2	PROTEIN_CODING
16878	Lif	leukemia inhibitory factor	PROTEIN_CODING
16905	Lmna	lamin A	PROTEIN_CODING
16917	Lmx1b	LIM homeobox transcription factor 1 beta	PROTEIN_CODING
16952	Anxa1	annexin A1	PROTEIN_CODING
16956	Lpl	lipoprotein lipase	PROTEIN_CODING
16971	Lrp1	low density lipoprotein receptor-related protein 1	PROTEIN_CODING
16973	Lrp5	low density lipoprotein receptor-related protein 5	PROTEIN_CODING
16992	Lta	lymphotoxin A	PROTEIN_CODING
17000	Ltbr	lymphotoxin B receptor	PROTEIN_CODING
170574	Sp7	Sp7 transcription factor 7	PROTEIN_CODING
170731	Mfn2	mitofusin 2	PROTEIN_CODING
170743	Tlr7	toll-like receptor 7	PROTEIN_CODING
170770	Bbc3	BCL2 binding component 3	PROTEIN_CODING
17082	Il1rl1	interleukin 1 receptor-like 1	PROTEIN_CODING
17096	Lyn	LYN proto-oncogene, Src family tyrosine kinase	PROTEIN_CODING
17101	Lyst	lysosomal trafficking regulator	PROTEIN_CODING
17105	Lyz2	lysozyme 2	PROTEIN_CODING
17125	Smad1	SMAD family member 1	PROTEIN_CODING
17126	Smad2	SMAD family member 2	PROTEIN_CODING
17127	Smad3	SMAD family member 3	PROTEIN_CODING
17128	Smad4	SMAD family member 4	PROTEIN_CODING
17129	Smad5	SMAD family member 5	PROTEIN_CODING
17131	Smad7	SMAD family member 7	PROTEIN_CODING
171382	Trpm8	transient receptor potential cation channel, subfamily M, member 8	PROTEIN_CODING
17172	Ascl1	achaete-scute family bHLH transcription factor 1	PROTEIN_CODING
17196	Mbp	myelin basic protein	PROTEIN_CODING
17202	Mc4r	melanocortin 4 receptor	PROTEIN_CODING
17210	Mcl1	myeloid cell leukemia sequence 1	PROTEIN_CODING
17242	Mdk	midkine	PROTEIN_CODING
17246	Mdm2	transformed mouse 3T3 cell double minute 2	PROTEIN_CODING
17257	Mecp2	methyl CpG binding protein 2	PROTEIN_CODING
17260	Mef2c	myocyte enhancer factor 2C	PROTEIN_CODING
17283	Men1	multiple endocrine neoplasia 1	PROTEIN_CODING
17286	Meox2	mesenchyme homeobox 2	PROTEIN_CODING
17289	Mertk	MER proto-oncogene tyrosine kinase	PROTEIN_CODING
17295	Met	met proto-oncogene	PROTEIN_CODING
17304	Mfge8	milk fat globule EGF and factor V/VIII domain containing	PROTEIN_CODING
17311	Kitl	kit ligand	PROTEIN_CODING
17319	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	PROTEIN_CODING
17342	Mitf	melanogenesis associated transcription factor	PROTEIN_CODING
17345	Mki67	antigen identified by monoclonal antibody Ki 67	PROTEIN_CODING
17386	Mmp13	matrix metallopeptidase 13	PROTEIN_CODING
17387	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	PROTEIN_CODING
17390	Mmp2	matrix metallopeptidase 2	PROTEIN_CODING
17392	Mmp3	matrix metallopeptidase 3	PROTEIN_CODING
17395	Mmp9	matrix metallopeptidase 9	PROTEIN_CODING
17523	Mpo	myeloperoxidase	PROTEIN_CODING
17685	Msh2	mutS homolog 2	PROTEIN_CODING
17700	Mstn	myostatin	PROTEIN_CODING
17701	Msx1	msh homeobox 1	PROTEIN_CODING
17702	Msx2	msh homeobox 2	PROTEIN_CODING
17748	Mt1	metallothionein 1	PROTEIN_CODING
17750	Mt2	metallothionein 2	PROTEIN_CODING
17756	Map2	microtubule-associated protein 2	PROTEIN_CODING
17762	Mapt	microtubule-associated protein tau	PROTEIN_CODING
17829	Muc1	mucin 1, transmembrane	PROTEIN_CODING
17863	Myb	myeloblastosis oncogene	PROTEIN_CODING
17868	Mybpc3	myosin binding protein C, cardiac	PROTEIN_CODING
17869	Myc	myelocytomatosis oncogene	PROTEIN_CODING
17874	Myd88	myeloid differentiation primary response gene 88	PROTEIN_CODING
17877	Myf5	myogenic factor 5	PROTEIN_CODING
17888	Myh6	myosin, heavy polypeptide 6, cardiac muscle, alpha	PROTEIN_CODING
17906	Myl2	myosin, light polypeptide 2, regulatory, cardiac, slow	PROTEIN_CODING
17918	Myo5a	myosin VA	PROTEIN_CODING
17921	Myo7a	myosin VIIA	PROTEIN_CODING
17927	Myod1	myogenic differentiation 1	PROTEIN_CODING
17928	Myog	myogenin	PROTEIN_CODING
17967	Ncam1	neural cell adhesion molecule 1	PROTEIN_CODING
17969	Ncf1	neutrophil cytosolic factor 1	PROTEIN_CODING
18008	Nes	nestin	PROTEIN_CODING
18012	Neurod1	neurogenic differentiation 1	PROTEIN_CODING
18015	Nf1	neurofibromin 1	PROTEIN_CODING
18018	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	PROTEIN_CODING
18019	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	PROTEIN_CODING
18024	Nfe2l2	nuclear factor, erythroid derived 2, like 2	PROTEIN_CODING
18033	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	PROTEIN_CODING
18035	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	PROTEIN_CODING
18039	Nefl	neurofilament, light polypeptide	PROTEIN_CODING
18040	Nefm	neurofilament, medium polypeptide	PROTEIN_CODING
18049	Ngf	nerve growth factor	PROTEIN_CODING
18053	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	PROTEIN_CODING
18088	Nkx2-2	NK2 homeobox 2	PROTEIN_CODING
18091	Nkx2-5	NK2 homeobox 5	PROTEIN_CODING
18096	Nkx6-1	NK6 homeobox 1	PROTEIN_CODING
18109	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	PROTEIN_CODING
18119	Nodal	nodal	PROTEIN_CODING
18121	Nog	noggin	PROTEIN_CODING
18125	Nos1	nitric oxide synthase 1, neuronal	PROTEIN_CODING
18126	Nos2	nitric oxide synthase 2, inducible	PROTEIN_CODING
18127	Nos3	nitric oxide synthase 3, endothelial cell	PROTEIN_CODING
18128	Notch1	notch 1	PROTEIN_CODING
18129	Notch2	notch 2	PROTEIN_CODING
18131	Notch3	notch 3	PROTEIN_CODING
18145	Npc1	NPC intracellular cholesterol transporter 1	PROTEIN_CODING
18160	Npr1	natriuretic peptide receptor 1	PROTEIN_CODING
18171	Nr1i2	nuclear receptor subfamily 1, group I, member 2	PROTEIN_CODING
18173	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	PROTEIN_CODING
18186	Nrp1	neuropilin 1	PROTEIN_CODING
18187	Nrp2	neuropilin 2	PROTEIN_CODING
18205	Ntf3	neurotrophin 3	PROTEIN_CODING
18208	Ntn1	netrin 1	PROTEIN_CODING
18211	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	PROTEIN_CODING
18212	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	PROTEIN_CODING
18213	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	PROTEIN_CODING
18227	Nr4a2	nuclear receptor subfamily 4, group A, member 2	PROTEIN_CODING
18294	Ogg1	8-oxoguanine DNA-glycosylase 1	PROTEIN_CODING
18378	Omp	olfactory marker protein	PROTEIN_CODING
18383	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	PROTEIN_CODING
18386	Oprd1	opioid receptor, delta 1	PROTEIN_CODING
18390	Oprm1	opioid receptor, mu 1	PROTEIN_CODING
18391	Sigmar1	sigma non-opioid intracellular receptor 1	PROTEIN_CODING
18412	Sqstm1	sequestosome 1	PROTEIN_CODING
18424	Otx2	orthodenticle homeobox 2	PROTEIN_CODING
18429	Oxt	oxytocin	PROTEIN_CODING
18431	Oca2	oculocutaneous albinism II	PROTEIN_CODING
18439	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	PROTEIN_CODING
18479	Pak1	p21 (RAC1) activated kinase 1	PROTEIN_CODING
18504	Pax2	paired box 2	PROTEIN_CODING
18505	Pax3	paired box 3	PROTEIN_CODING
18507	Pax5	paired box 5	PROTEIN_CODING
18508	Pax6	paired box 6	PROTEIN_CODING
18509	Pax7	paired box 7	PROTEIN_CODING
18538	Pcna	proliferating cell nuclear antigen	PROTEIN_CODING
18566	Pdcd1	programmed cell death 1	PROTEIN_CODING
18587	Pde6b	phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide	PROTEIN_CODING
18591	Pdgfb	platelet derived growth factor, B polypeptide	PROTEIN_CODING
18595	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	PROTEIN_CODING
18596	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	PROTEIN_CODING
18607	Pdpk1	3-phosphoinositide dependent protein kinase 1	PROTEIN_CODING
18609	Pdx1	pancreatic and duodenal homeobox 1	PROTEIN_CODING
18613	Pecam1	platelet/endothelial cell adhesion molecule 1	PROTEIN_CODING
18626	Per1	period circadian clock 1	PROTEIN_CODING
18627	Per2	period circadian clock 2	PROTEIN_CODING
18646	Prf1	perforin 1 (pore forming protein)	PROTEIN_CODING
18667	Pgr	progesterone receptor	PROTEIN_CODING
18669	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	PROTEIN_CODING
18670	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	PROTEIN_CODING
18671	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	PROTEIN_CODING
18675	Phex	phosphate regulating endopeptidase homolog, X-linked	PROTEIN_CODING
18706	Pik3ca	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	PROTEIN_CODING
18707	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	PROTEIN_CODING
18708	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	PROTEIN_CODING
18736	Pou1f1	POU domain, class 1, transcription factor 1	PROTEIN_CODING
18741	Pitx2	paired-like homeodomain transcription factor 2	PROTEIN_CODING
18742	Pitx3	paired-like homeodomain transcription factor 3	PROTEIN_CODING
18747	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	PROTEIN_CODING
18750	Prkca	protein kinase C, alpha	PROTEIN_CODING
18751	Prkcb	protein kinase C, beta	PROTEIN_CODING
18752	Prkcg	protein kinase C, gamma	PROTEIN_CODING
18753	Prkcd	protein kinase C, delta	PROTEIN_CODING
18754	Prkce	protein kinase C, epsilon	PROTEIN_CODING
18761	Prkcq	protein kinase C, theta	PROTEIN_CODING
18762	Prkcz	protein kinase C, zeta	PROTEIN_CODING
18763	Pkd1	polycystin 1, transient receptor potential channel interacting	PROTEIN_CODING
18764	Pkd2	polycystin 2, transient receptor potential cation channel	PROTEIN_CODING
18783	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	PROTEIN_CODING
18787	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	PROTEIN_CODING
18791	Plat	plasminogen activator, tissue	PROTEIN_CODING
18792	Plau	plasminogen activator, urokinase	PROTEIN_CODING
18793	Plaur	plasminogen activator, urokinase receptor	PROTEIN_CODING
18815	Plg	plasminogen	PROTEIN_CODING
18821	Pln	phospholamban	PROTEIN_CODING
18823	Plp1	proteolipid protein (myelin) 1	PROTEIN_CODING
18858	Pmp22	peripheral myelin protein 22	PROTEIN_CODING
18976	Pomc	pro-opiomelanocortin-alpha	PROTEIN_CODING
18996	Pou4f1	POU domain, class 4, transcription factor 1	PROTEIN_CODING
18999	Pou5f1	POU domain, class 5, transcription factor 1	PROTEIN_CODING
19013	Ppara	peroxisome proliferator activated receptor alpha	PROTEIN_CODING
19015	Ppard	peroxisome proliferator activator receptor delta	PROTEIN_CODING
19016	Pparg	peroxisome proliferator activated receptor gamma	PROTEIN_CODING
19017	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	PROTEIN_CODING
19090	Prkdc	protein kinase, DNA activated, catalytic polypeptide	PROTEIN_CODING
19091	Prkg1	protein kinase, cGMP-dependent, type I	PROTEIN_CODING
19106	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	PROTEIN_CODING
19109	Prl	prolactin	PROTEIN_CODING
19116	Prlr	prolactin receptor	PROTEIN_CODING
19122	Prnp	prion protein	PROTEIN_CODING
19127	Prop1	paired like homeodomain factor 1	PROTEIN_CODING
19130	Prox1	prospero homeobox 1	PROTEIN_CODING
19133	Prph2	peripherin 2	PROTEIN_CODING
19164	Psen1	presenilin 1	PROTEIN_CODING
19206	Ptch1	patched 1	PROTEIN_CODING
19211	Pten	phosphatase and tensin homolog	PROTEIN_CODING
192119	Dicer1	dicer 1, ribonuclease type III	PROTEIN_CODING
19213	Ptf1a	pancreas specific transcription factor, 1a	PROTEIN_CODING
19217	Ptger2	prostaglandin E receptor 2 (subtype EP2)	PROTEIN_CODING
19219	Ptger4	prostaglandin E receptor 4 (subtype EP4)	PROTEIN_CODING
19224	Ptgs1	prostaglandin-endoperoxide synthase 1	PROTEIN_CODING
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	PROTEIN_CODING
19227	Pthlh	parathyroid hormone-like peptide	PROTEIN_CODING
19228	Pth1r	parathyroid hormone 1 receptor	PROTEIN_CODING
19246	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	PROTEIN_CODING
19247	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	PROTEIN_CODING
19252	Dusp1	dual specificity phosphatase 1	PROTEIN_CODING
19261	Sirpa	signal-regulatory protein alpha	PROTEIN_CODING
19264	Ptprc	protein tyrosine phosphatase, receptor type, C	PROTEIN_CODING
19293	Pvalb	parvalbumin	PROTEIN_CODING
193034	Trpv1	transient receptor potential cation channel, subfamily V, member 1	PROTEIN_CODING
19317	Qki	quaking, KH domain containing RNA binding	PROTEIN_CODING
19353	Rac1	Rac family small GTPase 1	PROTEIN_CODING
19373	Rag1	recombination activating 1	PROTEIN_CODING
19374	Rag2	recombination activating gene 2	PROTEIN_CODING
19378	Aldh1a2	aldehyde dehydrogenase family 1, subfamily A2	PROTEIN_CODING
19401	Rara	retinoic acid receptor, alpha	PROTEIN_CODING
19411	Rarg	retinoic acid receptor, gamma	PROTEIN_CODING
19645	Rb1	RB transcriptional corepressor 1	PROTEIN_CODING
19664	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	PROTEIN_CODING
19696	Rel	reticuloendotheliosis oncogene	PROTEIN_CODING
19697	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	PROTEIN_CODING
19698	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	PROTEIN_CODING
19699	Reln	reelin	PROTEIN_CODING
19701	Ren1	renin 1 structural	PROTEIN_CODING
19712	Rest	RE1-silencing transcription factor	PROTEIN_CODING
19713	Ret	ret proto-oncogene	PROTEIN_CODING
19766	Ripk1	receptor (TNFRSF)-interacting serine-threonine kinase 1	PROTEIN_CODING
19877	Rock1	Rho-associated coiled-coil containing protein kinase 1	PROTEIN_CODING
19878	Rock2	Rho-associated coiled-coil containing protein kinase 2	PROTEIN_CODING
19883	Rora	RAR-related orphan receptor alpha	PROTEIN_CODING
19885	Rorc	RAR-related orphan receptor gamma	PROTEIN_CODING
19892	Rpe65	retinal pigment epithelium 65	PROTEIN_CODING
20181	Rxra	retinoid X receptor alpha	PROTEIN_CODING
20186	Nr1h4	nuclear receptor subfamily 1, group H, member 4	PROTEIN_CODING
20190	Ryr1	ryanodine receptor 1, skeletal muscle	PROTEIN_CODING
20191	Ryr2	ryanodine receptor 2, cardiac	PROTEIN_CODING
20198	S100a4	S100 calcium binding protein A4	PROTEIN_CODING
20202	S100a9	S100 calcium binding protein A9 (calgranulin B)	PROTEIN_CODING
20203	S100b	S100 protein, beta polypeptide, neural	PROTEIN_CODING
20249	Scd1	stearoyl-Coenzyme A desaturase 1	PROTEIN_CODING
20271	Scn5a	sodium channel, voltage-gated, type V, alpha	PROTEIN_CODING
20273	Scn8a	sodium channel, voltage-gated, type VIII, alpha	PROTEIN_CODING
20276	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	PROTEIN_CODING
20288	Msr1	macrophage scavenger receptor 1	PROTEIN_CODING
20296	Ccl2	chemokine (C-C motif) ligand 2	PROTEIN_CODING
20302	Ccl3	chemokine (C-C motif) ligand 3	PROTEIN_CODING
20304	Ccl5	chemokine (C-C motif) ligand 5	PROTEIN_CODING
20315	Cxcl12	chemokine (C-X-C motif) ligand 12	PROTEIN_CODING
20339	Sele	selectin, endothelial cell	PROTEIN_CODING
20343	Sell	selectin, lymphocyte	PROTEIN_CODING
20344	Selp	selectin, platelet	PROTEIN_CODING
20345	Selplg	selectin, platelet (p-selectin) ligand	PROTEIN_CODING
20346	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PROTEIN_CODING
20371	Foxp3	forkhead box P3	PROTEIN_CODING
20375	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene	PROTEIN_CODING
20387	Sftpa1	surfactant associated protein A1	PROTEIN_CODING
20389	Sftpc	surfactant associated protein C	PROTEIN_CODING
20390	Sftpd	surfactant associated protein D	PROTEIN_CODING
20393	Sgk1	serum/glucocorticoid regulated kinase 1	PROTEIN_CODING
20416	Shc1	src homology 2 domain-containing transforming protein C1	PROTEIN_CODING
20423	Shh	sonic hedgehog	PROTEIN_CODING
20496	Slc12a2	solute carrier family 12, member 2	PROTEIN_CODING
20511	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	PROTEIN_CODING
20512	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	PROTEIN_CODING
20525	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	PROTEIN_CODING
20528	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	PROTEIN_CODING
20541	Slc8a1	solute carrier family 8 (sodium/calcium exchanger), member 1	PROTEIN_CODING
20544	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	PROTEIN_CODING
20586	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	PROTEIN_CODING
20595	Smn1	survival motor neuron 1	PROTEIN_CODING
20597	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	PROTEIN_CODING
20604	Sst	somatostatin	PROTEIN_CODING
20613	Snai1	snail family zinc finger 1	PROTEIN_CODING
20614	Snap25	synaptosomal-associated protein 25	PROTEIN_CODING
20617	Snca	synuclein, alpha	PROTEIN_CODING
20655	Sod1	superoxide dismutase 1, soluble	PROTEIN_CODING
20656	Sod2	superoxide dismutase 2, mitochondrial	PROTEIN_CODING
20657	Sod3	superoxide dismutase 3, extracellular	PROTEIN_CODING
20665	Sox10	SRY (sex determining region Y)-box 10	PROTEIN_CODING
20674	Sox2	SRY (sex determining region Y)-box 2	PROTEIN_CODING
20682	Sox9	SRY (sex determining region Y)-box 9	PROTEIN_CODING
20683	Sp1	trans-acting transcription factor 1	PROTEIN_CODING
20692	Sparc	secreted acidic cysteine rich glycoprotein	PROTEIN_CODING
20698	Sphk1	sphingosine kinase 1	PROTEIN_CODING
20750	Spp1	secreted phosphoprotein 1	PROTEIN_CODING
20778	Scarb1	scavenger receptor class B, member 1	PROTEIN_CODING
20779	Src	Rous sarcoma oncogene	PROTEIN_CODING
20787	Srebf1	sterol regulatory element binding transcription factor 1	PROTEIN_CODING
